"political_party","total_votes","pp_valid_votes","pp_casting_votes","department","province","district"
"PARTIDO POLITICO NACIONAL PERU LIBRE","210","9.990%","6.164%","SAN MARTIN","LAMAS","ZAPATERO"
"DEMOCRACIA DIRECTA","1","0.048%","0.029%","SAN MARTIN","LAMAS","ZAPATERO"
"ALIANZA PARA EL PROGRESO","321","15.271%","9.422%","SAN MARTIN","LAMAS","ZAPATERO"
"PARTIDO NACIONALISTA PERUANO","432","13.776%","9.184%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","11","0.351%","0.234%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"PARTIDO MORADO","23","0.733%","0.489%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"PERU PATRIA SEGURA","6","0.191%","0.128%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"VICTORIA NACIONAL","86","2.742%","1.828%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"ACCION POPULAR","281","8.960%","5.974%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","75","2.392%","1.594%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"PODEMOS PERU","67","2.136%","1.424%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"JUNTOS POR EL PERU","212","6.760%","4.507%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"PARTIDO POPULAR CRISTIANO - PPC","4","0.128%","0.085%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"FUERZA POPULAR","342","10.906%","7.270%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"UNION POR EL PERU","79","2.519%","1.679%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"RENOVACION POPULAR","181","5.772%","3.848%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"RENACIMIENTO UNIDO NACIONAL","22","0.702%","0.468%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"PARTIDO DEMOCRATICO SOMOS PERU","53","1.690%","1.127%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"PARTIDO POLITICO NACIONAL PERU LIBRE","1,011","32.239%","21.492%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"DEMOCRACIA DIRECTA","3","0.096%","0.064%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"ALIANZA PARA EL PROGRESO","248","7.908%","5.272%","SAN MARTIN","MARISCAL CACERES","CAMPANILLA"
"PARTIDO NACIONALISTA PERUANO","244","10.976%","7.187%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","9","0.405%","0.265%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"PARTIDO MORADO","26","1.170%","0.766%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"PERU PATRIA SEGURA","3","0.135%","0.088%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"VICTORIA NACIONAL","91","4.094%","2.680%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"ACCION POPULAR","230","10.346%","6.775%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","65","2.924%","1.915%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"PODEMOS PERU","40","1.799%","1.178%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"JUNTOS POR EL PERU","165","7.422%","4.860%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"PARTIDO POPULAR CRISTIANO - PPC","6","0.270%","0.177%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"FUERZA POPULAR","315","14.170%","9.278%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"UNION POR EL PERU","43","1.934%","1.267%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"RENOVACION POPULAR","138","6.208%","4.065%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"RENACIMIENTO UNIDO NACIONAL","20","0.900%","0.589%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"PARTIDO DEMOCRATICO SOMOS PERU","82","3.689%","2.415%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"PARTIDO POLITICO NACIONAL PERU LIBRE","470","21.143%","13.844%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"DEMOCRACIA DIRECTA","7","0.315%","0.206%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"ALIANZA PARA EL PROGRESO","269","12.101%","7.923%","SAN MARTIN","MARISCAL CACERES","HUICUNGO"
"PARTIDO NACIONALISTA PERUANO","277","2.269%","1.654%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","32","0.262%","0.191%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"PARTIDO MORADO","112","0.918%","0.669%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"PERU PATRIA SEGURA","28","0.229%","0.167%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"VICTORIA NACIONAL","666","5.456%","3.978%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"ACCION POPULAR","1,369","11.215%","8.176%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","1,005","8.233%","6.002%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"PODEMOS PERU","443","3.629%","2.646%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"JUNTOS POR EL PERU","687","5.628%","4.103%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"PARTIDO POPULAR CRISTIANO - PPC","38","0.311%","0.227%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"FUERZA POPULAR","2,208","18.088%","13.187%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"UNION POR EL PERU","169","1.384%","1.009%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"RENOVACION POPULAR","1,168","9.568%","6.976%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"RENACIMIENTO UNIDO NACIONAL","58","0.475%","0.346%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"PARTIDO DEMOCRATICO SOMOS PERU","137","1.122%","0.818%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"PARTIDO POLITICO NACIONAL PERU LIBRE","2,239","18.342%","13.372%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"DEMOCRACIA DIRECTA","19","0.156%","0.113%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"ALIANZA PARA EL PROGRESO","1,552","12.714%","9.269%","SAN MARTIN","MARISCAL CACERES","JUANJUI"
"PARTIDO NACIONALISTA PERUANO","76","5.398%","3.370%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","4","0.284%","0.177%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"PARTIDO MORADO","35","2.486%","1.552%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"PERU PATRIA SEGURA","0","0.000%","0.000%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"VICTORIA NACIONAL","72","5.114%","3.193%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"ACCION POPULAR","300","21.307%","13.304%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","109","7.741%","4.834%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"PODEMOS PERU","23","1.634%","1.020%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"JUNTOS POR EL PERU","106","7.528%","4.701%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"PARTIDO POPULAR CRISTIANO - PPC","4","0.284%","0.177%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"FUERZA POPULAR","228","16.193%","10.111%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"UNION POR EL PERU","15","1.065%","0.665%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"RENOVACION POPULAR","61","4.332%","2.705%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"RENACIMIENTO UNIDO NACIONAL","7","0.497%","0.310%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"PARTIDO DEMOCRATICO SOMOS PERU","52","3.693%","2.306%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"PARTIDO POLITICO NACIONAL PERU LIBRE","192","13.636%","8.514%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"DEMOCRACIA DIRECTA","0","0.000%","0.000%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"ALIANZA PARA EL PROGRESO","124","8.807%","5.499%","SAN MARTIN","MARISCAL CACERES","PACHIZA"
"PARTIDO NACIONALISTA PERUANO","121","6.914%","3.932%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","10","0.571%","0.325%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"PARTIDO MORADO","31","1.771%","1.007%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"PERU PATRIA SEGURA","5","0.286%","0.162%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"VICTORIA NACIONAL","82","4.686%","2.665%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"ACCION POPULAR","209","11.943%","6.792%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","99","5.657%","3.217%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"PODEMOS PERU","36","2.057%","1.170%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"JUNTOS POR EL PERU","105","6.000%","3.412%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"PARTIDO POPULAR CRISTIANO - PPC","2","0.114%","0.065%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"FUERZA POPULAR","260","14.857%","8.450%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"UNION POR EL PERU","48","2.743%","1.560%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"RENOVACION POPULAR","83","4.743%","2.697%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"RENACIMIENTO UNIDO NACIONAL","21","1.200%","0.682%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"PARTIDO DEMOCRATICO SOMOS PERU","25","1.429%","0.812%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"PARTIDO POLITICO NACIONAL PERU LIBRE","456","26.057%","14.820%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"DEMOCRACIA DIRECTA","1","0.057%","0.032%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"ALIANZA PARA EL PROGRESO","156","8.914%","5.070%","SAN MARTIN","MARISCAL CACERES","PAJARILLO"
"PARTIDO NACIONALISTA PERUANO","135","6.404%","4.697%","SAN MARTIN","MOYOBAMBA","CALZADA"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","8","0.380%","0.278%","SAN MARTIN","MOYOBAMBA","CALZADA"
"PARTIDO MORADO","18","0.854%","0.626%","SAN MARTIN","MOYOBAMBA","CALZADA"
"PERU PATRIA SEGURA","6","0.285%","0.209%","SAN MARTIN","MOYOBAMBA","CALZADA"
"VICTORIA NACIONAL","92","4.364%","3.201%","SAN MARTIN","MOYOBAMBA","CALZADA"
"ACCION POPULAR","205","9.725%","7.133%","SAN MARTIN","MOYOBAMBA","CALZADA"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","119","5.645%","4.141%","SAN MARTIN","MOYOBAMBA","CALZADA"
"PODEMOS PERU","115","5.455%","4.001%","SAN MARTIN","MOYOBAMBA","CALZADA"
"JUNTOS POR EL PERU","163","7.732%","5.672%","SAN MARTIN","MOYOBAMBA","CALZADA"
"PARTIDO POPULAR CRISTIANO - PPC","10","0.474%","0.348%","SAN MARTIN","MOYOBAMBA","CALZADA"
"FUERZA POPULAR","159","7.543%","5.532%","SAN MARTIN","MOYOBAMBA","CALZADA"
"UNION POR EL PERU","20","0.949%","0.696%","SAN MARTIN","MOYOBAMBA","CALZADA"
"RENOVACION POPULAR","173","8.207%","6.019%","SAN MARTIN","MOYOBAMBA","CALZADA"
"RENACIMIENTO UNIDO NACIONAL","13","0.617%","0.452%","SAN MARTIN","MOYOBAMBA","CALZADA"
"PARTIDO DEMOCRATICO SOMOS PERU","38","1.803%","1.322%","SAN MARTIN","MOYOBAMBA","CALZADA"
"PARTIDO POLITICO NACIONAL PERU LIBRE","616","29.222%","21.434%","SAN MARTIN","MOYOBAMBA","CALZADA"
"DEMOCRACIA DIRECTA","7","0.332%","0.244%","SAN MARTIN","MOYOBAMBA","CALZADA"
"ALIANZA PARA EL PROGRESO","211","10.009%","7.342%","SAN MARTIN","MOYOBAMBA","CALZADA"
"PARTIDO NACIONALISTA PERUANO","66","7.309%","5.301%","SAN MARTIN","MOYOBAMBA","HABANA"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","6","0.664%","0.482%","SAN MARTIN","MOYOBAMBA","HABANA"
"PARTIDO MORADO","4","0.443%","0.321%","SAN MARTIN","MOYOBAMBA","HABANA"
"PERU PATRIA SEGURA","5","0.554%","0.402%","SAN MARTIN","MOYOBAMBA","HABANA"
"VICTORIA NACIONAL","38","4.208%","3.052%","SAN MARTIN","MOYOBAMBA","HABANA"
"ACCION POPULAR","69","7.641%","5.542%","SAN MARTIN","MOYOBAMBA","HABANA"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","33","3.654%","2.651%","SAN MARTIN","MOYOBAMBA","HABANA"
"PODEMOS PERU","29","3.212%","2.329%","SAN MARTIN","MOYOBAMBA","HABANA"
"JUNTOS POR EL PERU","45","4.983%","3.614%","SAN MARTIN","MOYOBAMBA","HABANA"
"PARTIDO POPULAR CRISTIANO - PPC","3","0.332%","0.241%","SAN MARTIN","MOYOBAMBA","HABANA"
"FUERZA POPULAR","95","10.520%","7.631%","SAN MARTIN","MOYOBAMBA","HABANA"
"UNION POR EL PERU","7","0.775%","0.562%","SAN MARTIN","MOYOBAMBA","HABANA"
"RENOVACION POPULAR","106","11.739%","8.514%","SAN MARTIN","MOYOBAMBA","HABANA"
"RENACIMIENTO UNIDO NACIONAL","13","1.440%","1.044%","SAN MARTIN","MOYOBAMBA","HABANA"
"PARTIDO DEMOCRATICO SOMOS PERU","21","2.326%","1.687%","SAN MARTIN","MOYOBAMBA","HABANA"
"PARTIDO POLITICO NACIONAL PERU LIBRE","276","30.565%","22.169%","SAN MARTIN","MOYOBAMBA","HABANA"
"DEMOCRACIA DIRECTA","0","0.000%","0.000%","SAN MARTIN","MOYOBAMBA","HABANA"
"ALIANZA PARA EL PROGRESO","87","9.635%","6.988%","SAN MARTIN","MOYOBAMBA","HABANA"
"PARTIDO NACIONALISTA PERUANO","299","6.443%","4.358%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","26","0.560%","0.379%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"PARTIDO MORADO","27","0.582%","0.394%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"PERU PATRIA SEGURA","5","0.108%","0.073%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"VICTORIA NACIONAL","156","3.361%","2.274%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"ACCION POPULAR","406","8.748%","5.918%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","131","2.823%","1.909%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"PODEMOS PERU","95","2.047%","1.385%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"JUNTOS POR EL PERU","202","4.353%","2.944%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"PARTIDO POPULAR CRISTIANO - PPC","14","0.302%","0.204%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"FUERZA POPULAR","683","14.717%","9.955%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"UNION POR EL PERU","66","1.422%","0.962%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"RENOVACION POPULAR","526","11.334%","7.667%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"RENACIMIENTO UNIDO NACIONAL","38","0.819%","0.554%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"PARTIDO DEMOCRATICO SOMOS PERU","59","1.271%","0.860%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"PARTIDO POLITICO NACIONAL PERU LIBRE","1,284","27.666%","18.714%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"DEMOCRACIA DIRECTA","5","0.108%","0.073%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"ALIANZA PARA EL PROGRESO","619","13.338%","9.022%","SAN MARTIN","MOYOBAMBA","JEPELACIO"
"PARTIDO NACIONALISTA PERUANO","909","3.150%","2.304%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","106","0.367%","0.269%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"PARTIDO MORADO","297","1.029%","0.753%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"PERU PATRIA SEGURA","69","0.239%","0.175%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"VICTORIA NACIONAL","1,530","5.301%","3.878%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"ACCION POPULAR","2,475","8.576%","6.274%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","2,362","8.184%","5.987%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"PODEMOS PERU","982","3.403%","2.489%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"JUNTOS POR EL PERU","1,592","5.516%","4.036%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"PARTIDO POPULAR CRISTIANO - PPC","212","0.735%","0.537%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"FUERZA POPULAR","3,532","12.238%","8.953%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"UNION POR EL PERU","360","1.247%","0.913%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"RENOVACION POPULAR","3,875","13.426%","9.823%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"RENACIMIENTO UNIDO NACIONAL","142","0.492%","0.360%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"PARTIDO DEMOCRATICO SOMOS PERU","332","1.150%","0.842%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"PARTIDO POLITICO NACIONAL PERU LIBRE","6,996","24.240%","17.734%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"DEMOCRACIA DIRECTA","71","0.246%","0.180%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"ALIANZA PARA EL PROGRESO","3,019","10.460%","7.653%","SAN MARTIN","MOYOBAMBA","MOYOBAMBA"
"PARTIDO NACIONALISTA PERUANO","651","7.755%","5.444%","SAN MARTIN","MOYOBAMBA","SORITOR"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","37","0.441%","0.309%","SAN MARTIN","MOYOBAMBA","SORITOR"
"PARTIDO MORADO","77","0.917%","0.644%","SAN MARTIN","MOYOBAMBA","SORITOR"
"PERU PATRIA SEGURA","15","0.179%","0.125%","SAN MARTIN","MOYOBAMBA","SORITOR"
"VICTORIA NACIONAL","278","3.311%","2.325%","SAN MARTIN","MOYOBAMBA","SORITOR"
"ACCION POPULAR","696","8.291%","5.820%","SAN MARTIN","MOYOBAMBA","SORITOR"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","443","5.277%","3.705%","SAN MARTIN","MOYOBAMBA","SORITOR"
"PODEMOS PERU","199","2.370%","1.664%","SAN MARTIN","MOYOBAMBA","SORITOR"
"JUNTOS POR EL PERU","512","6.099%","4.282%","SAN MARTIN","MOYOBAMBA","SORITOR"
"PARTIDO POPULAR CRISTIANO - PPC","37","0.441%","0.309%","SAN MARTIN","MOYOBAMBA","SORITOR"
"FUERZA POPULAR","1,228","14.628%","10.269%","SAN MARTIN","MOYOBAMBA","SORITOR"
"UNION POR EL PERU","74","0.881%","0.619%","SAN MARTIN","MOYOBAMBA","SORITOR"
"RENOVACION POPULAR","612","7.290%","5.118%","SAN MARTIN","MOYOBAMBA","SORITOR"
"RENACIMIENTO UNIDO NACIONAL","28","0.334%","0.234%","SAN MARTIN","MOYOBAMBA","SORITOR"
"PARTIDO DEMOCRATICO SOMOS PERU","216","2.573%","1.806%","SAN MARTIN","MOYOBAMBA","SORITOR"
"PARTIDO POLITICO NACIONAL PERU LIBRE","2,631","31.340%","22.002%","SAN MARTIN","MOYOBAMBA","SORITOR"
"DEMOCRACIA DIRECTA","17","0.203%","0.142%","SAN MARTIN","MOYOBAMBA","SORITOR"
"ALIANZA PARA EL PROGRESO","644","7.671%","5.386%","SAN MARTIN","MOYOBAMBA","SORITOR"
"PARTIDO NACIONALISTA PERUANO","45","3.078%","2.265%","SAN MARTIN","MOYOBAMBA","YANTALO"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","4","0.274%","0.201%","SAN MARTIN","MOYOBAMBA","YANTALO"
"PARTIDO MORADO","11","0.752%","0.554%","SAN MARTIN","MOYOBAMBA","YANTALO"
"PERU PATRIA SEGURA","1","0.068%","0.050%","SAN MARTIN","MOYOBAMBA","YANTALO"
"VICTORIA NACIONAL","46","3.146%","2.315%","SAN MARTIN","MOYOBAMBA","YANTALO"
"ACCION POPULAR","122","8.345%","6.140%","SAN MARTIN","MOYOBAMBA","YANTALO"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","65","4.446%","3.271%","SAN MARTIN","MOYOBAMBA","YANTALO"
"PODEMOS PERU","35","2.394%","1.761%","SAN MARTIN","MOYOBAMBA","YANTALO"
"JUNTOS POR EL PERU","76","5.198%","3.825%","SAN MARTIN","MOYOBAMBA","YANTALO"
"PARTIDO POPULAR CRISTIANO - PPC","9","0.616%","0.453%","SAN MARTIN","MOYOBAMBA","YANTALO"
"FUERZA POPULAR","249","17.031%","12.531%","SAN MARTIN","MOYOBAMBA","YANTALO"
"UNION POR EL PERU","27","1.847%","1.359%","SAN MARTIN","MOYOBAMBA","YANTALO"
"RENOVACION POPULAR","152","10.397%","7.650%","SAN MARTIN","MOYOBAMBA","YANTALO"
"RENACIMIENTO UNIDO NACIONAL","12","0.821%","0.604%","SAN MARTIN","MOYOBAMBA","YANTALO"
"PARTIDO DEMOCRATICO SOMOS PERU","17","1.163%","0.856%","SAN MARTIN","MOYOBAMBA","YANTALO"
"PARTIDO POLITICO NACIONAL PERU LIBRE","406","27.770%","20.433%","SAN MARTIN","MOYOBAMBA","YANTALO"
"DEMOCRACIA DIRECTA","2","0.137%","0.101%","SAN MARTIN","MOYOBAMBA","YANTALO"
"ALIANZA PARA EL PROGRESO","183","12.517%","9.210%","SAN MARTIN","MOYOBAMBA","YANTALO"
"PARTIDO NACIONALISTA PERUANO","74","5.394%","3.532%","SAN MARTIN","PICOTA","BUENOS AIRES"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","3","0.219%","0.143%","SAN MARTIN","PICOTA","BUENOS AIRES"
"PARTIDO MORADO","20","1.458%","0.955%","SAN MARTIN","PICOTA","BUENOS AIRES"
"PERU PATRIA SEGURA","5","0.364%","0.239%","SAN MARTIN","PICOTA","BUENOS AIRES"
"VICTORIA NACIONAL","94","6.851%","4.487%","SAN MARTIN","PICOTA","BUENOS AIRES"
"ACCION POPULAR","134","9.767%","6.396%","SAN MARTIN","PICOTA","BUENOS AIRES"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","69","5.029%","3.294%","SAN MARTIN","PICOTA","BUENOS AIRES"
"PODEMOS PERU","65","4.738%","3.103%","SAN MARTIN","PICOTA","BUENOS AIRES"
"JUNTOS POR EL PERU","37","2.697%","1.766%","SAN MARTIN","PICOTA","BUENOS AIRES"
"PARTIDO POPULAR CRISTIANO - PPC","3","0.219%","0.143%","SAN MARTIN","PICOTA","BUENOS AIRES"
"FUERZA POPULAR","399","29.082%","19.045%","SAN MARTIN","PICOTA","BUENOS AIRES"
"UNION POR EL PERU","9","0.656%","0.430%","SAN MARTIN","PICOTA","BUENOS AIRES"
"RENOVACION POPULAR","60","4.373%","2.864%","SAN MARTIN","PICOTA","BUENOS AIRES"
"RENACIMIENTO UNIDO NACIONAL","7","0.510%","0.334%","SAN MARTIN","PICOTA","BUENOS AIRES"
"PARTIDO DEMOCRATICO SOMOS PERU","39","2.843%","1.862%","SAN MARTIN","PICOTA","BUENOS AIRES"
"PARTIDO POLITICO NACIONAL PERU LIBRE","183","13.338%","8.735%","SAN MARTIN","PICOTA","BUENOS AIRES"
"DEMOCRACIA DIRECTA","0","0.000%","0.000%","SAN MARTIN","PICOTA","BUENOS AIRES"
"ALIANZA PARA EL PROGRESO","171","12.464%","8.162%","SAN MARTIN","PICOTA","BUENOS AIRES"
"PARTIDO NACIONALISTA PERUANO","200","19.286%","15.129%","SAN MARTIN","PICOTA","CASPIZAPA"
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","2","0.193%","0.151%","SAN MARTIN","PICOTA","CASPIZAPA"
"PARTIDO MORADO","10","0.964%","0.756%","SAN MARTIN","PICOTA","CASPIZAPA"
"PERU PATRIA SEGURA","1","0.096%","0.076%","SAN MARTIN","PICOTA","CASPIZAPA"
"VICTORIA NACIONAL","55","5.304%","4.160%","SAN MARTIN","PICOTA","CASPIZAPA"
"ACCION POPULAR","91","8.775%","6.884%","SAN MARTIN","PICOTA","CASPIZAPA"
"AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL","19","1.832%","1.437%","SAN MARTIN","PICOTA","CASPIZAPA"
"PODEMOS PERU","21","2.025%","1.589%","SAN MARTIN","PICOTA","CASPIZAPA"
"JUNTOS POR EL PERU","33","3.182%","2.496%","SAN MARTIN","PICOTA","CASPIZAPA"
"PARTIDO POPULAR CRISTIANO - PPC","0","0.000%","0.000%","SAN MARTIN","PICOTA","CASPIZAPA"
"FUERZA POPULAR","238","22.951%","18.003%","SAN MARTIN","PICOTA","CASPIZAPA"
"UNION POR EL PERU","2","0.193%","0.151%","SAN MARTIN","PICOTA","CASPIZAPA"
"RENOVACION POPULAR","62","5.979%","4.690%","SAN MARTIN","PICOTA","CASPIZAPA"
"RENACIMIENTO UNIDO NACIONAL","6","0.579%","0.454%","SAN MARTIN","PICOTA","CASPIZAPA"
"PARTIDO DEMOCRATICO SOMOS PERU","5","0.482%","0.378%","SAN MARTIN","PICOTA","CASPIZAPA"
"PARTIDO POLITICO NACIONAL PERU LIBRE","132","12.729%","9.985%","SAN MARTIN","PICOTA","CASPIZAPA"
"DEMOCRACIA DIRECTA","2","0.193%","0.151%","SAN MARTIN","PICOTA","CASPIZAPA"
"ALIANZA PARA EL PROGRESO","158","15.236%","11.952%","SAN MARTIN","PICOTA","CASPIZAPA"
"PARTIDO NACIONALISTA PERUANO","442","10.984%","7.891%","SAN MARTIN","PICOTA","PICOTA"
